TIME,NODEUUID,BLEUUID,RSSI,PACKETID
13:37:38,123:231:213:90:88:12,234:210:11:40:111:36,74,5:2:12:4:5:6:42:88
13:38:28,123:231:213:90:88:12,234:210:11:40:111:36,74,5:2:12:4:5:6:42:88
13:39:18,123:231:213:90:88:12,234:210:11:40:111:36,75,5:2:12:4:5:6:42:88
13:40:2,123:231:213:90:88:12,234:210:11:40:111:36,87,5:2:12:4:5:6:42:88
13:40:51,123:231:213:90:88:12,234:210:11:40:111:36,76,5:2:12:4:5:6:42:88
13:41:40,123:231:213:90:88:12,234:210:11:40:111:36,73,5:2:12:4:5:6:42:88
13:42:30,123:231:213:90:88:12,234:210:11:40:111:36,74,5:2:12:4:5:6:42:88
13:43:19,123:231:213:90:88:12,234:210:11:40:111:36,73,5:2:12:4:5:6:42:88
13:57:5,123:231:213:90:88:12,234:210:11:40:111:36,74,5:2:12:4:5:6:42:88
13:57:50,123:231:213:90:88:12,234:210:11:40:111:36,76,5:2:12:4:5:6:42:88
13:58:58,123:231:213:90:88:12,234:210:11:40:111:36,86,5:2:12:4:5:6:42:88
13:59:51,123:231:213:90:88:12,234:210:11:40:111:36,76,5:2:12:4:5:6:42:88
14:0:48,123:231:213:90:88:12,234:210:11:40:111:36,76,5:2:12:4:5:6:42:88
14:1:49,123:231:213:90:88:12,234:210:11:40:111:36,74,5:2:12:4:5:6:42:88
