TIME,NODEUUID,BLEUUID,RSSI,PACKETID
12:26:1,123:231:213:90:88:10,234:210:11:40:111:36,79,5:2:12:4:5:6:42:88
12:26:35,123:231:213:90:88:10,234:210:11:40:111:36,88,5:2:12:4:5:6:42:88
12:27:18,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
12:28:9,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
12:28:58,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
12:29:52,123:231:213:90:88:10,234:210:11:40:111:36,79,5:2:12:4:5:6:42:88
12:30:35,123:231:213:90:88:10,234:210:11:40:111:36,68,5:2:12:4:5:6:42:88
12:31:27,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
12:32:11,123:231:213:90:88:10,234:210:11:40:111:36,69,5:2:12:4:5:6:42:88
12:32:56,123:231:213:90:88:10,234:210:11:40:111:36,72,5:2:12:4:5:6:42:88
12:33:49,123:231:213:90:88:10,234:210:11:40:111:36,86,5:2:12:4:5:6:42:88
12:34:33,123:231:213:90:88:10,234:210:11:40:111:36,86,5:2:12:4:5:6:42:88
12:37:9,123:231:213:90:88:10,234:210:11:40:111:36,76,5:2:12:4:5:6:42:88
12:37:9,123:231:213:90:88:10,234:210:11:40:111:36,69,5:2:12:4:5:6:42:88
12:37:49,123:231:213:90:88:10,234:210:11:40:111:36,84,5:2:12:4:5:6:42:88
12:38:34,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
12:39:24,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
12:40:35,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
12:40:59,123:231:213:90:88:10,234:210:11:40:111:36,85,5:2:12:4:5:6:42:88
12:41:51,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
12:42:35,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
12:43:24,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
12:44:11,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
12:45:7,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
12:45:50,123:231:213:90:88:10,234:210:11:40:111:36,85,5:2:12:4:5:6:42:88
12:46:39,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
12:47:44,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
12:48:12,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
12:49:1,123:231:213:90:88:10,105:135:13:64:48:14,71,5:2:12:4:5:6:42:88
12:50:15,123:231:213:90:88:10,234:210:11:40:111:36,84,5:2:12:4:5:6:42:88
12:50:39,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
12:51:29,123:231:213:90:88:10,234:210:11:40:111:36,80,5:2:12:4:5:6:42:88
12:52:13,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
12:53:2,123:231:213:90:88:10,234:210:11:40:111:36,85,5:2:12:4:5:6:42:88
12:53:56,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
12:54:41,123:231:213:90:88:10,220:0:240:63:1:0,85,5:2:12:4:5:6:42:88
12:55:28,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
12:56:17,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
12:57:6,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
12:57:53,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
12:58:41,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
12:59:30,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
13:0:15,123:231:213:90:88:10,234:210:11:40:111:36,84,5:2:12:4:5:6:42:88
13:17:3,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
13:17:3,123:231:213:90:88:10,234:210:11:40:111:36,69,5:2:12:4:5:6:42:88
13:17:10,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
13:18:1,123:231:213:90:88:10,234:210:11:40:111:36,80,5:2:12:4:5:6:42:88
13:18:44,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:19:33,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
13:20:22,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:21:11,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
13:22:0,123:231:213:90:88:10,234:210:11:40:111:36,76,5:2:12:4:5:6:42:88
13:22:52,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
13:23:34,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:24:23,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:25:11,123:231:213:90:88:10,234:210:11:40:111:36,80,5:2:12:4:5:6:42:88
13:26:0,123:231:213:90:88:10,234:210:11:40:111:36,80,5:2:12:4:5:6:42:88
13:26:49,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:27:38,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
13:28:29,123:231:213:90:88:10,234:210:11:40:111:36,73,5:2:12:4:5:6:42:88
13:29:11,123:231:213:90:88:10,234:210:11:40:111:36,86,5:2:12:4:5:6:42:88
13:30:0,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
13:30:49,123:231:213:90:88:10,234:210:11:40:111:36,72,5:2:12:4:5:6:42:88
13:31:39,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
13:32:24,123:231:213:90:88:10,234:210:11:40:111:36,80,5:2:12:4:5:6:42:88
13:33:13,123:231:213:90:88:10,234:210:11:40:111:36,80,5:2:12:4:5:6:42:88
13:34:8,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:34:50,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
13:35:40,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:36:29,123:231:213:90:88:10,234:210:11:40:111:36,73,5:2:12:4:5:6:42:88
13:37:18,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:38:3,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:38:53,123:231:213:90:88:10,234:210:11:40:111:36,86,5:2:12:4:5:6:42:88
13:39:38,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:40:27,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:41:16,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
13:42:5,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
13:42:55,123:231:213:90:88:10,234:210:11:40:111:36,86,5:2:12:4:5:6:42:88
13:43:39,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:44:28,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
13:45:17,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:46:6,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
13:46:56,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
13:47:40,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:48:28,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
13:49:17,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:50:6,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:50:53,123:231:213:90:88:10,234:210:11:40:111:36,85,5:2:12:4:5:6:42:88
13:52:29,123:231:213:90:88:10,234:210:11:40:111:36,84,5:2:12:4:5:6:42:88
13:52:30,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
13:53:20,123:231:213:90:88:10,234:210:11:40:111:36,84,5:2:12:4:5:6:42:88
13:54:8,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:54:58,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:55:45,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:56:35,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:57:20,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
13:58:10,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
13:58:58,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
13:59:47,123:231:213:90:88:10,234:210:11:40:111:36,83,5:2:12:4:5:6:42:88
14:0:32,123:231:213:90:88:10,234:210:11:40:111:36,82,5:2:12:4:5:6:42:88
14:1:21,123:231:213:90:88:10,234:210:11:40:111:36,84,5:2:12:4:5:6:42:88
14:2:10,123:231:213:90:88:10,234:210:11:40:111:36,76,5:2:12:4:5:6:42:88
14:2:58,123:231:213:90:88:10,234:210:11:40:111:36,81,5:2:12:4:5:6:42:88
14:3:47,123:231:213:90:88:10,234:210:11:40:111:36,70,5:2:12:4:5:6:42:88
14:4:37,123:231:213:90:88:10,234:210:11:40:111:36,71,5:2:12:4:5:6:42:88
