TIME,NODEUUID,BLEUUID,RSSI,PACKETID
15:46:52,123:231:213:90:88:10,206:133:242:236:29:95,75,5:2:12:4:5:6:42:88
15:46:52,123:231:213:90:88:10,206:133:242:236:29:95,84,5:2:12:4:5:6:42:88
15:46:52,123:231:213:90:88:10,206:133:242:236:29:95,76,5:2:12:4:5:6:42:88
15:46:52,123:231:213:90:88:10,206:133:242:236:29:95,82,5:2:12:4:5:6:42:88
15:46:58,123:231:213:90:88:10,206:133:242:236:29:95,74,5:2:12:4:5:6:42:88
15:46:58,123:231:213:90:88:10,206:133:242:236:29:95,73,5:2:12:4:5:6:42:88
15:46:58,123:231:213:90:88:10,206:133:242:236:29:95,62,5:2:12:4:5:6:42:88
15:46:58,123:231:213:90:88:10,206:133:242:236:29:95,77,5:2:12:4:5:6:42:88
15:46:58,123:231:213:90:88:10,206:133:242:236:29:95,72,5:2:12:4:5:6:42:88
15:46:58,123:231:213:90:88:10,206:133:242:236:29:95,62,5:2:12:4:5:6:42:88
15:46:58,123:231:213:90:88:10,206:133:242:236:29:95,64,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,71,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,71,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,62,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,64,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,71,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,62,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,62,5:2:12:4:5:6:42:88
15:46:59,123:231:213:90:88:10,206:133:242:236:29:95,64,5:2:12:4:5:6:42:88
15:47:0,123:231:213:90:88:10,206:133:242:236:29:95,64,5:2:12:4:5:6:42:88
15:47:6,123:231:213:90:88:10,206:133:242:236:29:95,79,5:2:12:4:5:6:42:88
15:47:6,123:231:213:90:88:10,206:133:242:236:29:95,74,5:2:12:4:5:6:42:88
15:47:6,123:231:213:90:88:10,206:133:242:236:29:95,74,5:2:12:4:5:6:42:88
15:47:6,123:231:213:90:88:10,206:133:242:236:29:95,74,5:2:12:4:5:6:42:88
